SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,PRI_COM_NAME_INDXD,AUTHORITY_CODE,AUTHORITY_VER,TAXON_ORDER,SPARSE_REPORT_AS,REPORT_AS,CATEGORY,ORDER1,FAMILY,EXTINCT,EXTINCT_YEAR,TAXON_CODE
rutant3,Epinecrophylla erythrura,Rufous-tailed Antwren,"Antwren, Rufous-tailed",EBIRD,2017.02,13075,,rutant3,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005596
magant1,Cercomacra melanaria,Mato Grosso Antbird,"Antbird, Mato Grosso",EBIRD,2017.02,13264,,magant1,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005680
whtbar1,Premnoplex tatei,White-throated Barbtail,"Barbtail, White-throated",EBIRD,2017.02,13678.6,,whtbar1,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005351
sucant1,Chamaeza meruloides,Such's Antthrush,"Antthrush, Such's",EBIRD,2017.02,13533.6,,sucant1,species,Passeriformes,Formicariidae (Antthrushes),0,,TC005770
bayant1,Grallaria capitalis,Bay Antpitta,"Antpitta, Bay",EBIRD,2017.02,13489.2,,bayant1,species,Passeriformes,Grallariidae (Antpittas),0,,TC005798
chbgna1,Conopophaga aurita,Chestnut-belted Gnateater,"Gnateater, Chestnut-belted",EBIRD,2017.02,13470.5,,chbgna1,species,Passeriformes,Conopophagidae (Gnateaters),0,,TC005831
scnmyz1,Myzomela lafargei,Scarlet-naped Myzomela,"Myzomela, Scarlet-naped",EBIRD,2017.02,15851,,scnmyz1,species,Passeriformes,Meliphagidae (Honeyeaters),0,,TC006784
tui1,Prosthemadera novaeseelandiae,Tui,Tui,EBIRD,2017.02,15648.6,,tui1,species,Passeriformes,Meliphagidae (Honeyeaters),0,,TC006698
dusger1,Gerygone tenebrosa,Dusky Gerygone,"Gerygone, Dusky",EBIRD,2017.02,16361,,dusger1,species,Passeriformes,Acanthizidae (Thornbills and Allies),0,,TC006945
wbopar1,Cicinnurus respublica,Wilson's Bird-of-Paradise,"Bird-of-Paradise, Wilson's",EBIRD,2017.02,19226,,wbopar1,species,Passeriformes,Paradisaeidae (Birds-of-Paradise),0,,TC007825
maswoo1,Artamus personatus,Masked Woodswallow,"Woodswallow, Masked",EBIRD,2017.02,16898,,maswoo1,species,Passeriformes,Artamidae (Woodswallows),0,,TC007129
magtap1,Scytalopus magellanicus,Magellanic Tapaculo,"Tapaculo, Magellanic",EBIRD,2017.02,13519.8,,magtap1,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005886
sotfan1,Rhipidura threnothorax,Sooty Thicket-Fantail,"Fantail, Sooty Thicket-",EBIRD,2017.02,18254,,sotfan1,species,Passeriformes,Rhipiduridae (Fantails),0,,TC007524
credro1,Dicrurus forficatus,Crested Drongo,"Drongo, Crested",EBIRD,2017.02,18101,,credro1,species,Passeriformes,Dicruridae (Drongos),0,,TC007486
bltshr1,Clytorhynchus nigrogularis,Black-throated Shrikebill,"Shrikebill, Black-throated",EBIRD,2017.02,18532,,bltshr1,species,Passeriformes,Monarchidae (Monarch Flycatchers),0,,TC007592
baweye1,Platysteira laticincta,Banded Wattle-eye,"Wattle-eye, Banded",EBIRD,2017.02,16559,,baweye1,species,Passeriformes,Platysteiridae (Wattle-eyes and Batises),0,,TC007013
nebthr1,Zoothera talaseae,New Britain Thrush,"Thrush, New Britain",EBIRD,2017.02,24465,,nebthr1,species,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009398
whbsho1,Sholicola major,Nilgiri Blue Robin,"Robin, Nilgiri Blue",EBIRD,2017.02,23403.02543,,whbsho1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009557
olifly1,Fraseria olivascens,Olivaceous Flycatcher,"Flycatcher, Olivaceous",EBIRD,2017.02,23403.0094,,olifly1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009081
sumfly1,Ficedula harterti,Sumba Flycatcher,"Flycatcher, Sumba",EBIRD,2017.02,23403.0746,,sumfly1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009118
spmthr1,Cichladusa guttata,Spotted Morning-Thrush,"Thrush, Spotted Morning-",EBIRD,2017.02,23403.0452,,spmthr1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009220
daured1,Phoenicurus auroreus,Daurian Redstart,"Redstart, Daurian",EBIRD,2017.02,23403.0786,,daured1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009250
soocha1,Myrmecocichla nigra,Sooty Chat,"Chat, Sooty",EBIRD,2017.02,23403.0887,,soocha1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009327
thlwre1,Campylorhynchus turdinus,Thrush-like Wren,"Wren, Thrush-like",EBIRD,2017.02,21358,,thlwre1,species,Passeriformes,Troglodytidae (Wrens),0,,TC008307
plagre2,Eurillas curvirostris,Plain Greenbul,"Greenbul, Plain",EBIRD,2017.02,21485.089,,plagre2,species,Passeriformes,Pycnonotidae (Bulbuls),0,,TC008505
rufpri1,Prinia rufescens,Rufescent Prinia,"Prinia, Rufescent",EBIRD,2017.02,22994,,rufpri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008918
peweye1,Zosterops vaughani,Pemba White-eye,"White-eye, Pemba",EBIRD,2017.02,23377.00406,,peweye1,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",0,,TC009886
blwwar1,Acrocephalus concinens,Blunt-winged Warbler,"Warbler, Blunt-winged",EBIRD,2017.02,22215,,blwwar1,species,Passeriformes,Acrocephalidae (Reed Warblers and Allies),0,,TC008702
senere1,Eremomela pusilla,Senegal Eremomela,"Eremomela, Senegal",EBIRD,2017.02,23108,,senere1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008941
brlwar1,Phylloscopus subviridis,Brooks's Leaf Warbler,"Warbler, Brooks's Leaf",EBIRD,2017.02,22043,,brlwar1,species,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008628
blaill1,Illadopsis cleaveri,Blackcap Illadopsis,"Illadopsis, Blackcap",EBIRD,2017.02,23377.00967,,blaill1,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),0,,TC009662
spibab1,Turdoides nipalensis,Spiny Babbler,"Babbler, Spiny",EBIRD,2017.02,23377.01143,,spibab1,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),0,,TC009765
whcyuh1,Yuhina diademata,White-collared Yuhina,"Yuhina, White-collared",EBIRD,2017.02,23377.0022,,whcyuh1,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",0,,TC009870
korlar1,Mirafra cordofanica,Kordofan Lark,"Lark, Kordofan",EBIRD,2017.02,19712,,korlar1,species,Passeriformes,Alaudidae (Larks),0,,TC007909
plaflo1,Dicaeum concolor,Nilgiri Flowerpecker,"Flowerpecker, Nilgiri",EBIRD,2017.02,26867,,plaflo1,species,Passeriformes,Dicaeidae (Flowerpeckers),0,,TC010184
pltsun1,Anthreptes malacensis,Plain-throated Sunbird,"Sunbird, Plain-throated",EBIRD,2017.02,26981,,pltsun1,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),0,,TC010211
chespa1,Passer eminibey,Chestnut Sparrow,"Sparrow, Chestnut",EBIRD,2017.02,31415,,chespa1,species,Passeriformes,Passeridae (Old World Sparrows),0,,TC011904
orawea1,Ploceus aurantius,Orange Weaver,"Weaver, Orange",EBIRD,2017.02,31551,,orawea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011961
rehblu1,Spermophaga ruficapilla,Red-headed Bluebill,"Bluebill, Red-headed",EBIRD,2017.02,31847,,rehblu1,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012078
blasis1,Spinus atratus,Black Siskin,"Siskin, Black",EBIRD,2017.02,31070,,blasis1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011753
crebun1,Melophus lathami,Crested Bunting,"Bunting, Crested",EBIRD,2017.02,29993,,crebun1,species,Passeriformes,Emberizidae (Old World Buntings),0,,TC010908
brrbun1,Emberiza affinis,Brown-rumped Bunting,"Bunting, Brown-rumped",EBIRD,2017.02,30091,,brrbun1,species,Passeriformes,Emberizidae (Old World Buntings),0,,TC011360
yecred1,Myioborus flavivertex,Yellow-crowned Redstart,"Redstart, Yellow-crowned",EBIRD,2017.02,28126,,yecred1,species,Passeriformes,Parulidae (New World Warblers),0,,TC010608
vefeup1,Euphonia concinna,Velvet-fronted Euphonia,"Euphonia, Velvet-fronted",EBIRD,2017.02,30730,,vefeup1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011620
scrcow1,Molothrus rufoaxillaris,Screaming Cowbird,"Cowbird, Screaming",EBIRD,2017.02,30374,,scrcow1,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011515
reusta1,Fregilupus varius,Reunion Starling,"Starling, Reunion",EBIRD,2017.02,26640.5,,reusta1,species,Passeriformes,Sturnidae (Starlings),1,1860,TC010095
banant1,Cercomacra ferdinandi,Bananal Antbird,"Antbird, Bananal",EBIRD,2017.02,13265,,banant1,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005682
spwant3,Myrmelastes leucostigma,Spot-winged Antbird,"Antbird, Spot-winged",EBIRD,2017.02,13347,,spwant3,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005710
lotduc,Clangula hyemalis,Long-tailed Duck,"Duck, Long-tailed",EBIRD,2017.02,540,,lotduc,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000323
bltant2,Myrmophylax atrothorax,Black-throated Antbird,"Antbird, Black-throated",EBIRD,2017.02,13404,,bltant2,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005728
slcant5,Grallaricula cumanensis,Sucre Antpitta,"Antpitta, Sucre",EBIRD,2017.02,13505.2,,slcant5,species,Passeriformes,Grallariidae (Antpittas),0,,TC005828
whbtap1,Eleoscytalopus indigoticus,White-breasted Tapaculo,"Tapaculo, White-breasted",EBIRD,2017.02,13511.4,,whbtap1,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005854
pygnut,Sitta pygmaea,Pygmy Nuthatch,"Nuthatch, Pygmy",EBIRD,2017.02,20773,,pygnut,species,Passeriformes,Sittidae (Nuthatches),0,,TC008263
raven,Corvus sp. (raven sp.),raven sp.,raven sp.,EBIRD,2017.02,19143,,raven,spuh,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007794
scaibi,Eudocimus ruber,Scarlet Ibis,"Ibis, Scarlet",EBIRD,2017.02,2267,,scaibi,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),0,,TC001158
spored,Tringa erythropus,Spotted Redshank,"Redshank, Spotted",EBIRD,2017.02,4139.11,,spored,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002001
stopet,Hydrobatidae sp.,storm-petrel sp.,"petrel, storm- sp.",EBIRD,2017.02,1916,,stopet,spuh,Procellariiformes,Hydrobatidae (Storm-Petrels),0,,TC000927
wesgul,Larus occidentalis,Western Gull,"Gull, Western",EBIRD,2017.02,4320,,wesgul,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002216
calgna,Polioptila californica,California Gnatcatcher,"Gnatcatcher, California",EBIRD,2017.02,21414,,calgna,species,Passeriformes,Polioptilidae (Gnatcatchers),0,,TC008430
cramur,Synthliboramphus craveri,Craveri's Murrelet,"Murrelet, Craveri's",EBIRD,2017.02,4262.59,,cramur,species,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",0,,TC002378
capsho1,Spatula smithii,Cape Shoveler,"Shoveler, Cape",EBIRD,2017.02,373.55,,capsho1,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000240
stbbit1,Ixobrychus involucris,Stripe-backed Bittern,"Bittern, Stripe-backed",EBIRD,2017.02,2107,,stbbit1,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",0,,TC001073
blcpit1,Erythropitta venusta,Graceful Pitta,"Pitta, Graceful",EBIRD,2017.02,11685,,blcpit1,species,Passeriformes,Pittidae (Pittas),0,,TC005126
lafvan1,Xenopirostris xenopirostris,Lafresnaye's Vanga,"Vanga, Lafresnaye's",EBIRD,2017.02,16708,,lafvan1,species,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",0,,TC007118
refpyt1,Pytilia hypogrammica,Red-faced Pytilia,"Pytilia, Red-faced",EBIRD,2017.02,31873,,refpyt1,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012092
tamcro,Corvus imparatus,Tamaulipas Crow,"Crow, Tamaulipas",EBIRD,2017.02,19085,,tamcro,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007769
falduc,Mareca falcata,Falcated Duck,"Duck, Falcated",EBIRD,2017.02,383,,falduc,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000200
blumoc,Melanotis caerulescens,Blue Mockingbird,"Mockingbird, Blue",EBIRD,2017.02,26353,,blumoc,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),0,,TC010017
bisoo,Moho bishopi,Bishop's Oo,"Oo, Bishop's",EBIRD,2017.02,27743,,bisoo,species,Passeriformes,Mohoidae (Hawaiian Honeyeaters),1,1981,TC010453
blkoys,Haematopus bachmani,Black Oystercatcher,"Oystercatcher, Black",EBIRD,2017.02,3803,,blkoys,species,Charadriiformes,Haematopodidae (Oystercatchers),0,,TC001966
bonpet,Pterodroma hypoleuca,Bonin Petrel,"Petrel, Bonin",EBIRD,2017.02,1766,,bonpet,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000814
hawrai,Zapornia sandwichensis,Hawaiian Rail,"Rail, Hawaiian",EBIRD,2017.02,3512,,hawrai,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",1,1844,TC001767
blkski,Rynchops niger,Black Skimmer,"Skimmer, Black",EBIRD,2017.02,4539,,blkski,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002335
harspa,Zonotrichia querula,Harris's Sparrow,"Sparrow, Harris's",EBIRD,2017.02,29984.15,,harspa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011275
rucspa,Aimophila ruficeps,Rufous-crowned Sparrow,"Sparrow, Rufous-crowned",EBIRD,2017.02,29984.66,,rucspa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011180
bahswa,Tachycineta cyaneoviridis,Bahama Swallow,"Swallow, Bahama",EBIRD,2017.02,19984,,bahswa,species,Passeriformes,Hirundinidae (Swallows),0,,TC008046
blkswi,Cypseloides niger,Black Swift,"Swift, Black",EBIRD,2017.02,8043,,blkswi,species,Caprimulgiformes,Apodidae (Swifts),0,,TC003763
caltow,Melozone crissalis,California Towhee,"Towhee, California",EBIRD,2017.02,29984.6,,caltow,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011189
rebtro,Phaethon aethereus,Red-billed Tropicbird,"Tropicbird, Red-billed",EBIRD,2017.02,1931,,rebtro,species,Phaethontiformes,Phaethontidae (Tropicbirds),0,,TC000939
belvir,Vireo bellii,Bell's Vireo,"Vireo, Bell's",EBIRD,2017.02,17778,,belvir,species,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",0,,TC007378
bkbwag,Motacilla alba lugens,White Wagtail (Black-backed),"Wagtail, White (Black-backed)",EBIRD,2017.02,27527,whiwag,whiwag,issf,Passeriformes,Motacillidae (Wagtails and Pipits),0,,TC010377
whiwag,Motacilla alba,White Wagtail,"Wagtail, White",EBIRD,2017.02,27518,,whiwag,species,Passeriformes,Motacillidae (Wagtails and Pipits),0,,TC010371
canwar,Cardellina canadensis,Canada Warbler,"Warbler, Canada",EBIRD,2017.02,28090,,canwar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010591
jabwar,Horornis diphone,Japanese Bush Warbler,"Warbler, Japanese Bush",EBIRD,2017.02,21963.155,,jabwar,species,Passeriformes,Scotocercidae (Bush Warblers and Allies),0,,TC008215
oliwar,Peucedramus taeniatus,Olive Warbler,"Warbler, Olive",EBIRD,2017.02,27763,,oliwar,species,Passeriformes,Peucedramidae (Olive Warbler),0,,TC010463
rucwar,Basileuterus rufifrons,Rufous-capped Warbler,"Warbler, Rufous-capped",EBIRD,2017.02,27980,,rucwar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010628
swawar,Limnothlypis swainsonii,Swainson's Warbler,"Warbler, Swainson's",EBIRD,2017.02,27784,,swawar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010560
whimbr,Numenius phaeopus,Whimbrel,Whimbrel,EBIRD,2017.02,3994,,whimbr,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002019
eurwoo,Scolopax rusticola,Eurasian Woodcock,"Woodcock, Eurasian",EBIRD,2017.02,4086.1,,eurwoo,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002114
labwoo,Picoides scalaris,Ladder-backed Woodpecker,"Woodpecker, Ladder-backed",EBIRD,2017.02,11137,,labwoo,species,Piciformes,Picidae (Woodpeckers),0,,TC004947
rosspo1,Platalea ajaja,Roseate Spoonbill,"Spoonbill, Roseate",EBIRD,2017.02,2324,,rosspo1,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),0,,TC001192
purgal2,Porphyrio martinica,Purple Gallinule,"Gallinule, Purple",EBIRD,2017.02,3554,,purgal2,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001800
wilsni1,Gallinago delicata,Wilson's Snipe,"Snipe, Wilson's",EBIRD,2017.02,4103,,wilsni1,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002097
grhgul,Chroicocephalus cirrocephalus,Gray-hooded Gull,"Gull, Gray-hooded",EBIRD,2017.02,4284,,grhgul,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002186
earque,Euptilotis neoxenus,Eared Quetzal,"Quetzal, Eared",EBIRD,2017.02,9335,,earque,species,Trogoniformes,Trogonidae (Trogons),0,,TC004313
yebwar3,Phylloscopus inornatus,Yellow-browed Warbler,"Warbler, Yellow-browed",EBIRD,2017.02,22044,,yebwar3,species,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008629
barswi,Chaetura spinicaudus,Band-rumped Swift,"Swift, Band-rumped",EBIRD,2017.02,8115,,barswi,species,Caprimulgiformes,Apodidae (Swifts),0,,TC003805
batpig1,Patagioenas fasciata,Band-tailed Pigeon,"Pigeon, Band-tailed",EBIRD,2017.02,4778,,batpig1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002464
besowl,Megascops barbarus,Bearded Screech-Owl,"Owl, Bearded Screech-",EBIRD,2017.02,7191,,besowl,species,Strigiformes,Strigidae (Owls),0,,TC003453
bffgle,Philydor rufum,Buff-fronted Foliage-gleaner,"Foliage-gleaner, Buff-fronted",EBIRD,2017.02,13651.4,,bffgle,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005395
bkbmag1,Pica hudsonia,Black-billed Magpie,"Magpie, Black-billed",EBIRD,2017.02,19000,,bkbmag1,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007733
bkcori,Icterus prosthemelas,Black-cowled Oriole,"Oriole, Black-cowled",EBIRD,2017.02,30338.059,,bkcori,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011533
broher,Glaucis aeneus,Bronzy Hermit,"Hermit, Bronzy",EBIRD,2017.02,8412,,broher,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC003896
bufpar1,Touit dilectissimus,Blue-fronted Parrotlet,"Parrotlet, Blue-fronted",EBIRD,2017.02,11588.67,,bufpar1,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003111
burpar,Cyanoliseus patagonus,Burrowing Parakeet,"Parakeet, Burrowing",EBIRD,2017.02,11591.39,,burpar,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC002990
cacgoo1,Branta hutchinsii,Cackling Goose,"Goose, Cackling",EBIRD,2017.02,271,,cacgoo1,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000119
ccbfin,Arremon brunneinucha,Chestnut-capped Brushfinch,"Brushfinch, Chestnut-capped",EBIRD,2017.02,29797,,ccbfin,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011107
chemun,Lonchura atricapilla,Chestnut Munia,"Munia, Chestnut",EBIRD,2017.02,32087,,chemun,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012167
cohmar1,Delichon urbicum,Common House-Martin,"Martin, Common House-",EBIRD,2017.02,20140,,cohmar1,species,Passeriformes,Hirundinidae (Swallows),0,,TC008102
colcra2,Mustelirallus colombianus,Colombian Crake,"Crake, Colombian",EBIRD,2017.02,3523,,colcra2,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001779
colpra,Glareola pratincola,Collared Pratincole,"Pratincole, Collared",EBIRD,2017.02,4233,,colpra,species,Charadriiformes,Glareolidae (Pratincoles and Coursers),0,,TC002155
dasfly,Muscicapa sibirica,Dark-sided Flycatcher,"Flycatcher, Dark-sided",EBIRD,2017.02,23403.0002,,dasfly,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009068
eaywag,Motacilla tschutschensis,Eastern Yellow Wagtail,"Wagtail, Eastern Yellow",EBIRD,2017.02,27495,,eaywag,species,Passeriformes,Motacillidae (Wagtails and Pipits),0,,TC010364
ferduc,Aythya nyroca,Ferruginous Duck,"Duck, Ferruginous",EBIRD,2017.02,502,,ferduc,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000289
galah,Eolophus roseicapilla,Galah,Galah,EBIRD,2017.02,11583.21,,galah,species,Psittaciformes,Cacatuidae (Cockatoos),0,,TC002777
guacar2,Caracara lutosa,Guadalupe Caracara,"Caracara, Guadalupe",EBIRD,2017.02,11581.29,,guacar2,species,Falconiformes,Falconidae (Falcons and Caracaras),1,1900,TC001540
gyccuc,Coccyzus lansbergi,Gray-capped Cuckoo,"Cuckoo, Gray-capped",EBIRD,2017.02,6912.5,,gyccuc,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003338
gyhalb,Thalassarche chrysostoma,Gray-headed Albatross,"Albatross, Gray-headed",EBIRD,2017.02,1684,,gyhalb,species,Procellariiformes,Diomedeidae (Albatrosses),0,,TC000742
gyslau,Ianthocincla caerulata,Gray-sided Laughingthrush,"Laughingthrush, Gray-sided",EBIRD,2017.02,23377.01322,,gyslau,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),0,,TC009603
hisspi,Spindalis dominicensis,Hispaniolan Spindalis,"Spindalis, Hispaniolan",EBIRD,2017.02,30130.3,,hisspi,species,Passeriformes,Spindalidae (Spindalises),0,,TC010772
juntit1,Baeolophus ridgwayi,Juniper Titmouse,"Titmouse, Juniper",EBIRD,2017.02,20480,,juntit1,species,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",0,,TC008183
lesaki,Akialoa obscura,Lesser Akialoa,"Akialoa, Lesser",EBIRD,2017.02,30862.87,,lesaki,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",1,1940,TC011851
madpet,Pterodroma madeira,Zino's Petrel,"Petrel, Zino's",EBIRD,2017.02,1742,,madpet,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000794
nelgul,Larus argentatus x hyperboreus,Herring x Glaucous Gull (hybrid),"Gull, Herring x Glaucous (hybrid)",EBIRD,2017.02,4369.3,,nelgul,hybrid,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002230
pacant,Myrmotherula pacifica,Pacific Antwren,"Antwren, Pacific",EBIRD,2017.02,13086,,pacant,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005605
prsowl,Megascops nudipes,Puerto Rican Screech-Owl,"Owl, Puerto Rican Screech-",EBIRD,2017.02,7220,,prsowl,species,Strigiformes,Strigidae (Owls),0,,TC003470
ptmgem,Lampornis calolaemus,Purple-throated Mountain-gem,"Mountain-gem, Purple-throated",EBIRD,2017.02,8844,,ptmgem,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004107
