SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,PRI_COM_NAME_INDXD,AUTHORITY_CODE,AUTHORITY_VER,TAXON_ORDER,SPARSE_REPORT_AS,REPORT_AS,CATEGORY,ORDER1,FAMILY,EXTINCT,EXTINCT_YEAR,TAXON_CODE
bkhgro,Pheucticus melanocephalus,Black-headed Grosbeak,"Grosbeak, Black-headed",EBIRD,2017.02,30275,,bkhgro,species,Passeriformes,Cardinalidae (Cardinals and Allies),0,,TC011423
nebfri1,Philemon cockerelli,New Britain Friarbird,"Friarbird, New Britain",EBIRD,2017.02,15995,,nebfri1,species,Passeriformes,Meliphagidae (Honeyeaters),0,,TC006840
timfri1,Philemon inornatus,Timor Friarbird,"Friarbird, Timor",EBIRD,2017.02,15965,,timfri1,species,Passeriformes,Meliphagidae (Honeyeaters),0,,TC006831
velasi1,Philepitta castanea,Velvet Asity,"Asity, Velvet",EBIRD,2017.02,11654,,velasi1,species,Passeriformes,Philepittidae (Asities),0,,TC005106
obfgle2,Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,"Foliage-gleaner, Ochre-breasted",EBIRD,2017.02,13655.3,,obfgle2,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005392
blbwoo2,Phoeniculus somaliensis,Black-billed Woodhoopoe,"Woodhoopoe, Black-billed",EBIRD,2017.02,9491.511,,blbwoo2,species,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),0,,TC004545
gyhsif1,Phrygilus gayi,Gray-hooded Sierra-Finch,"Finch, Gray-hooded Sierra-",EBIRD,2017.02,28908,,gyhsif1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010913
bubwar2,Phyllolais pulchella,Buff-bellied Warbler,"Warbler, Buff-bellied",EBIRD,2017.02,22921,,bubwar2,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008898
sohtyr1,Phyllomyias griseiceps,Sooty-headed Tyrannulet,"Tyrannulet, Sooty-headed",EBIRD,2017.02,14084,,sohtyr1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006028
sdmtyr2,Phylloscartes difficilis,Serra do Mar Tyrannulet,"Tyrannulet, Serra do Mar",EBIRD,2017.02,14063,,sdmtyr2,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006015
arcwar,Phylloscopus borealis/examinandus/xanthodryas,Arctic/Kamchatka Leaf/Japanese Leaf Warbler,"Warbler, Arctic/Kamchatka Leaf/Japanese Leaf",EBIRD,2017.02,22053.8,,arcwar,slash,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008632
halwar1,Phylloscopus hainanus,Hainan Leaf Warbler,"Warbler, Hainan Leaf",EBIRD,2017.02,22076,,halwar1,species,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008645
humwar1,Phylloscopus humei,Hume's Warbler,"Warbler, Hume's",EBIRD,2017.02,22045,,humwar1,species,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008630
runpic1,Picumnus fuscus,Rusty-necked Piculet,"Piculet, Rusty-necked",EBIRD,2017.02,10833,,runpic1,species,Piciformes,Picidae (Woodpeckers),0,,TC004845
grapic1,Picumnus granadensis,Grayish Piculet,"Piculet, Grayish",EBIRD,2017.02,10850,,grapic1,species,Piciformes,Picidae (Woodpeckers),0,,TC004853
spepic1,Picumnus innominatus,Speckled Piculet,"Piculet, Speckled",EBIRD,2017.02,10774,,spepic1,species,Piciformes,Picidae (Woodpeckers),0,,TC004827
recwoo2,Picus rabieri,Red-collared Woodpecker,"Woodpecker, Red-collared",EBIRD,2017.02,11489,,recwoo2,species,Piciformes,Picidae (Woodpeckers),0,,TC005062
btpgua1,Pipile cumanensis,Blue-throated Piping-Guan,"Guan, Blue-throated Piping-",EBIRD,2017.02,692,,btpgua1,species,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",0,,TC000410
fitfru1,Pipreola chlorolepidota,Fiery-throated Fruiteater,"Fruiteater, Fiery-throated",EBIRD,2017.02,15108,,fitfru1,species,Passeriformes,Cotingidae (Cotingas),0,,TC006461
heptan,Piranga flava,Hepatic Tanager,"Tanager, Hepatic",EBIRD,2017.02,30141,,heptan,species,Passeriformes,Cardinalidae (Cardinals and Allies),0,,TC011373
hoopit1,Pitohui dichrous,Hooded Pitohui,"Pitohui, Hooded",EBIRD,2017.02,17977.01,,hoopit1,species,Passeriformes,Oriolidae (Old World Orioles),0,,TC007316
runpit1,Hydrornis oatesi,Rusty-naped Pitta,"Pitta, Rusty-naped",EBIRD,2017.02,11694,,runpit1,species,Passeriformes,Pittidae (Pittas),0,,TC005113
crejay1,Platylophus galericulatus,Crested Jay,"Jay, Crested",EBIRD,2017.02,18704,,crejay1,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007651
whcspa1,Platyrinchus platyrhynchos,White-crested Spadebill,"Spadebill, White-crested",EBIRD,2017.02,14403,,whcspa1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006158
blamag1,Platysmurus leucopterus,Black Magpie,"Magpie, Black",EBIRD,2017.02,18708,,blamag1,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007652
chweye1,Platysteira castanea,Chestnut Wattle-eye,"Wattle-eye, Chestnut",EBIRD,2017.02,16560,,chweye1,species,Passeriformes,Platysteiridae (Wattle-eyes and Batises),0,,TC007014
benwea1,Ploceus benghalensis,Bengal Weaver,"Weaver, Bengal",EBIRD,2017.02,31660,,benwea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC012010
giawea1,Ploceus grandis,Giant Weaver,"Weaver, Giant",EBIRD,2017.02,31599,,giawea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011985
brcwea1,Ploceus insignis,Brown-capped Weaver,"Weaver, Brown-capped",EBIRD,2017.02,31630,,brcwea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011997
tanmaw1,Ploceus reichardi,Tanganyika Masked-Weaver,"Weaver, Tanganyika Masked-",EBIRD,2017.02,31578,,tanmaw1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011972
chewea1,Ploceus rubiginosus,Chestnut Weaver,"Weaver, Chestnut",EBIRD,2017.02,31609,,chewea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011991
satwea1,Ploceus sanctithomae,Sao Tome Weaver,"Weaver, Sao Tome",EBIRD,2017.02,31638,,satwea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC012003
sbtwea1,Ploceus xanthopterus,Southern Brown-throated Weaver,"Weaver, Southern Brown-throated",EBIRD,2017.02,31557,,sbtwea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011965
afrfin1,Podica senegalensis,African Finfoot,"Finfoot, African",EBIRD,2017.02,3625,,afrfin1,species,Gruiformes,Heliornithidae (Finfoots),0,,TC001829
mogjay1,Podoces hendersoni,Mongolian Ground-Jay,"Jay, Mongolian Ground-",EBIRD,2017.02,19003,,mogjay1,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007736
borchi2,Poecile hudsonicus,Boreal Chickadee,"Chickadee, Boreal",EBIRD,2017.02,20279,,borchi2,species,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",0,,TC008142
wiltit2,Poecile montanus [montanus Group],Willow Tit (Willow),"Tit, Willow (Willow)",EBIRD,2017.02,20239.3,wiltit1,wiltit1,issf,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",0,,TC008126
sontit2,Poecile montanus [songarus Group],Willow Tit (Songar),"Tit, Willow (Songar)",EBIRD,2017.02,20239.31,wiltit1,wiltit1,issf,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",0,,TC008127
bltrob1,Poecilodryas albonotata,Black-throated Robin,"Robin, Black-throated",EBIRD,2017.02,19382,,bltrob1,species,Passeriformes,Petroicidae (Australasian Robins),0,,TC007877
bawtyr1,Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,"Flycatcher, Black-and-white Tody-",EBIRD,2017.02,14258,,bawtyr1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006104
ocftof1,Poecilotriccus plumbeiceps,Ochre-faced Tody-Flycatcher,"Flycatcher, Ochre-faced Tody-",EBIRD,2017.02,14261,,ocftof1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006107
saiowl1,Ciccaba [undescribed form],San Isidro Owl (undescribed form),"Owl, San Isidro (undescribed form)",EBIRD,2017.02,7480.5,,saiowl1,form,Strigiformes,Strigidae (Owls),0,,TC013056
hohgre1,Poliocephalus poliocephalus,Hoary-headed Grebe,"Grebe, Hoary-headed",EBIRD,2017.02,1606,,hohgre1,species,Podicipediformes,Podicipedidae (Grebes),0,,TC000690
cubgna1,Polioptila lembeyei,Cuban Gnatcatcher,"Gnatcatcher, Cuban",EBIRD,2017.02,21413,,cubgna1,species,Passeriformes,Polioptilidae (Gnatcatchers),0,,TC008429
sltgna1,Polioptila schistaceigula,Slate-throated Gnatcatcher,"Gnatcatcher, Slate-throated",EBIRD,2017.02,21450,,sltgna1,species,Passeriformes,Polioptilidae (Gnatcatchers),0,,TC008445
gybtac1,Polystictus superciliaris,Gray-backed Tachuri,"Tachuri, Gray-backed",EBIRD,2017.02,13888,,gybtac1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC005936
cbsbab1,Pomatorhinus montanus,Chestnut-backed Scimitar-Babbler,"Babbler, Chestnut-backed Scimitar-",EBIRD,2017.02,23377.00824,,cbsbab1,species,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",0,,TC009682
rewpri1,Prinia erythroptera,Red-winged Prinia,"Prinia, Red-winged",EBIRD,2017.02,23090,,rewpri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008936
blcpri1,Prinia flavicans,Black-chested Prinia,"Prinia, Black-chested",EBIRD,2017.02,23069,,blcpri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008929
grapri1,Prinia gracilis,Graceful Prinia,"Prinia, Graceful",EBIRD,2017.02,23011,,grapri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008921
ashpri1,Prinia socialis,Ashy Prinia,"Prinia, Ashy",EBIRD,2017.02,23038,,ashpri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008924
rethel1,Prionops retzii,Retz's Helmetshrike,"Helmetshrike, Retz's",EBIRD,2017.02,16628,,rethel1,species,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",0,,TC007044
rubhel1,Prionops rufiventris,Rufous-bellied Helmetshrike,"Helmetshrike, Rufous-bellied",EBIRD,2017.02,16625,,rubhel1,species,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",0,,TC007043
histro1,Priotelus roseigaster,Hispaniolan Trogon,"Trogon, Hispaniolan",EBIRD,2017.02,9353,,histro1,species,Trogoniformes,Trogonidae (Trogons),0,,TC004322
grapet,Procellaria cinerea,Gray Petrel,"Petrel, Gray",EBIRD,2017.02,1799,,grapet,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000839
wespet1,Procellaria westlandica,Westland Petrel,"Petrel, Westland",EBIRD,2017.02,1803,,wespet1,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000843
japacc1,Prunella rubida,Japanese Accentor,"Accentor, Japanese",EBIRD,2017.02,27476,,japacc1,species,Passeriformes,Prunellidae (Accentors),0,,TC010352
dugoro1,Psarocolius atrovirens,Dusky-green Oropendola,"Oropendola, Dusky-green",EBIRD,2017.02,30338.0194,,dugoro1,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011595
monoro1,Psarocolius montezuma,Montezuma Oropendola,"Oropendola, Montezuma",EBIRD,2017.02,30338.01957,,monoro1,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011599
strtuf1,Pseudocolaptes boissonneautii,Streaked Tuftedcheek,"Tuftedcheek, Streaked",EBIRD,2017.02,13625.6,,strtuf1,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005364
credor1,Pseudocolopteryx sclateri,Crested Doradito,"Doradito, Crested",EBIRD,2017.02,13889,,credor1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC005937
chiwed2,Psophodes cristatus,Chirruping Wedgebill,"Wedgebill, Chirruping",EBIRD,2017.02,16508,,chiwed2,species,Passeriformes,Psophodidae (Whipbirds and Wedgebills),0,,TC006997
pitsan1,Pterocles alchata,Pin-tailed Sandgrouse,"Sandgrouse, Pin-tailed",EBIRD,2017.02,4630,,pitsan1,species,Pterocliformes,Pteroclidae (Sandgrouse),0,,TC002397
bursan1,Pterocles burchelli,Burchell's Sandgrouse,"Sandgrouse, Burchell's",EBIRD,2017.02,4671,,bursan1,species,Pterocliformes,Pteroclidae (Sandgrouse),0,,TC002414
madsan1,Pterocles personatus,Madagascar Sandgrouse,"Sandgrouse, Madagascar",EBIRD,2017.02,4658,,madsan1,species,Pterocliformes,Pteroclidae (Sandgrouse),0,,TC002407
herpet,Pterodroma arminjoniana/heraldica,Trindade/Herald Petrel,"Petrel, Trindade/Herald",EBIRD,2017.02,1738,,herpet,slash,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000788
becpet1,Pseudobulweria becki,Beck's Petrel,"Petrel, Beck's",EBIRD,2017.02,1798.8,,becpet1,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000801
jufpet,Pterodroma externa,Juan Fernandez Petrel,"Petrel, Juan Fernandez",EBIRD,2017.02,1760,,jufpet,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000808
kerpet,Pterodroma neglecta,Kermadec Petrel,"Petrel, Kermadec",EBIRD,2017.02,1732,,kerpet,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000786
galpet,Pterodroma phaeopygia,Galapagos Petrel,"Petrel, Galapagos",EBIRD,2017.02,1762,,galpet,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000810
tahpet1,Pseudobulweria rostrata,Tahiti Petrel,"Petrel, Tahiti",EBIRD,2017.02,1798.4,,tahpet1,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000800
hawpet1,Pterodroma sandwichensis,Hawaiian Petrel,"Petrel, Hawaiian",EBIRD,2017.02,1763,,hawpet1,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000811
atfdov1,Ptilinopus coralensis,Atoll Fruit-Dove,"Dove, Atoll Fruit-",EBIRD,2017.02,5408,,atfdov1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002689
psfdov1,Ptilinopus perlatus,Pink-spotted Fruit-Dove,"Dove, Pink-spotted Fruit-",EBIRD,2017.02,5368,,psfdov1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002674
motowl2,Ciccaba virgata borelliana,Mottled Owl (Atlantic Forest),"Owl, Mottled (Atlantic Forest)",EBIRD,2017.02,7479,motowl,motowl,issf,Strigiformes,Strigidae (Owls),0,,TC013055
whbfrd1,Ptilinopus rivoli,White-breasted Fruit-Dove,"Dove, White-breasted Fruit-",EBIRD,2017.02,5426,,whbfrd1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002698
olshon1,Ptiloprora meekiana,Yellow-streaked Honeyeater,"Honeyeater, Yellow-streaked",EBIRD,2017.02,15884.3,,olshon1,species,Passeriformes,Meliphagidae (Honeyeaters),0,,TC006872
litshe,Puffinus assimilis,Little Shearwater,"Shearwater, Little",EBIRD,2017.02,1832,,litshe,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000872
shtshe,Ardenna tenuirostris,Short-tailed Shearwater,"Shearwater, Short-tailed",EBIRD,2017.02,1817,,shtshe,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000857
pubbul1,Pycnonotus eutilotus,Puff-backed Bulbul,"Bulbul, Puff-backed",EBIRD,2017.02,21485.159,,pubbul1,species,Passeriformes,Pycnonotidae (Bulbuls),0,,TC008483
rewbul,Pycnonotus jocosus,Red-whiskered Bulbul,"Bulbul, Red-whiskered",EBIRD,2017.02,21485.213,,rewbul,species,Passeriformes,Pycnonotidae (Bulbuls),0,,TC008473
olwbul1,Pycnonotus plumosus,Olive-winged Bulbul,"Bulbul, Olive-winged",EBIRD,2017.02,21485.297,,olwbul1,species,Passeriformes,Pycnonotidae (Bulbuls),0,,TC008493
balpar1,Pyrilia aurantiocephala,Bald Parrot,"Parrot, Bald",EBIRD,2017.02,11589.39,,balpar1,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003125
spewar3,Pyrrholaemus sagittatus,Speckled Warbler,"Warbler, Speckled",EBIRD,2017.02,16253,,spewar3,species,Passeriformes,Acanthizidae (Thornbills and Allies),0,,TC006916
gonfin1,Pyrrhoplectes epauletta,Gold-naped Finch,"Finch, Gold-naped",EBIRD,2017.02,30864.45,,gonfin1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011661
gyhbul2,Pyrrhula erythaca,Gray-headed Bullfinch,"Bullfinch, Gray-headed",EBIRD,2017.02,30864.33,,gyhbul2,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011818
whcbul1,Pyrrhula leucogenis,White-cheeked Bullfinch,"Bullfinch, White-cheeked",EBIRD,2017.02,30864.3,,whcbul1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011815
sanpar2,Pyrrhura amazonum,Santarem Parakeet,"Parakeet, Santarem",EBIRD,2017.02,11590.99,,sanpar2,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003006
grwpyt1,Pytilia melba,Green-winged Pytilia,"Pytilia, Green-winged",EBIRD,2017.02,31878,,grwpyt1,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012095
grtgra,Quiscalus mexicanus,Great-tailed Grackle,"Grackle, Great-tailed",EBIRD,2017.02,30432,,grtgra,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011487
rencra1,Rallina tricolor,Red-necked Crake,"Crake, Red-necked",EBIRD,2017.02,3277,,rencra1,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001670
chptit1,Remiz consobrinus,Chinese Penduline-Tit,"Tit, Chinese Penduline-",EBIRD,2017.02,20519,,chptit1,species,Passeriformes,Remizidae (Penduline-Tits),0,,TC008196
euptit1,Remiz pendulinus,Eurasian Penduline-Tit,"Tit, Eurasian Penduline-",EBIRD,2017.02,20508,,euptit1,species,Passeriformes,Remizidae (Penduline-Tits),0,,TC008193
chcant1,Rhegmatorhina cristata,Chestnut-crested Antbird,"Antbird, Chestnut-crested",EBIRD,2017.02,13431,,chcant1,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005748
baeant1,Rhegmatorhina gymnops,Bare-eyed Antbird,"Antbird, Bare-eyed",EBIRD,2017.02,13428,,baeant1,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005745
brwcou1,Rhinoptilus chalcopterus,Bronze-winged Courser,"Courser, Bronze-winged",EBIRD,2017.02,4230,,brwcou1,species,Charadriiformes,Glareolidae (Pratincoles and Coursers),0,,TC002152
thbcou1,Rhinoptilus cinctus,Three-banded Courser,"Courser, Three-banded",EBIRD,2017.02,4226,,thbcou1,species,Charadriiformes,Glareolidae (Pratincoles and Coursers),0,,TC002151
stbfan1,Rhipidura dedemi,Streak-breasted Fantail,"Fantail, Streak-breasted",EBIRD,2017.02,18303,,stbfan1,species,Passeriformes,Rhipiduridae (Fantails),0,,TC007540
manfan1,Rhipidura phasiana,Mangrove Fantail,"Fantail, Mangrove",EBIRD,2017.02,18371,,manfan1,species,Passeriformes,Rhipiduridae (Fantails),0,,TC007528
norfan1,Rhipidura rufiventris,Northern Fantail,"Fantail, Northern",EBIRD,2017.02,18228,,norfan1,species,Passeriformes,Rhipiduridae (Fantails),0,,TC007515
lobpar1,Rhizothera longirostris,Long-billed Partridge,"Partridge, Long-billed",EBIRD,2017.02,996.5,,lobpar1,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",0,,TC000544
pihduc1,Rhodonessa caryophyllacea,Pink-headed Duck,"Duck, Pink-headed",EBIRD,2017.02,490,,pihduc1,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",1,1935,TC000279
eyrfla1,Rhynchocyclus brevirostris,Eye-ringed Flatbill,"Flatbill, Eye-ringed",EBIRD,2017.02,14317,,eyrfla1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006123
somgro1,Rhynchostruthus louisae,Somali Grosbeak,"Grosbeak, Somali",EBIRD,2017.02,30883,,somgro1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011826
pabmou1,Rhytipterna immunda,Pale-bellied Mourner,"Mourner, Pale-bellied",EBIRD,2017.02,14880,,pabmou1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006361
sumwrb1,Napothera albostriata,Sumatran Wren-Babbler,"Babbler, Sumatran Wren-",EBIRD,2017.02,23377.01058,,sumwrb1,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),0,,TC009692
whtwrb1,Napothera pasquieri,White-throated Wren-Babbler,"Babbler, White-throated Wren-",EBIRD,2017.02,23377.01058,,whtwrb1,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),0,,TC009691
orisal1,Saltator orenocensis,Orinocan Saltator,"Saltator, Orinocan",EBIRD,2017.02,29362.06,,orisal1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010897
y00717,Ardea alba/intermedia,Great/Intermediate Egret,"Egret, Great/Intermediate",EBIRD,2017.02,2153.5,,y00717,slash,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",0,,TC013423
saltea1,Salvadorina waigiuensis,Salvadori's Teal,"Teal, Salvadori's",EBIRD,2017.02,373,,saltea1,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000192
okiwoo1,Sapheopipo noguchii,Okinawa Woodpecker,"Woodpecker, Okinawa",EBIRD,2017.02,11545,,okiwoo1,species,Piciformes,Picidae (Woodpeckers),0,,TC005073
kinvul1,Sarcoramphus papa,King Vulture,"Vulture, King",EBIRD,2017.02,2374,,kinvul1,species,Cathartiformes,Cathartidae (New World Vultures),0,,TC001203
strflu1,Sarothrura affinis,Striped Flufftail,"Flufftail, Striped",EBIRD,2017.02,3624.51,,strflu1,species,Gruiformes,Sarothruridae (Flufftails),0,,TC001653
stbflu1,Sarothrura boehmi,Streaky-breasted Flufftail,"Flufftail, Streaky-breasted",EBIRD,2017.02,3624.48,,stbflu1,species,Gruiformes,Sarothruridae (Flufftails),0,,TC001652
timbus1,Saxicola gutturalis,Timor Bushchat,"Bushchat, Timor",EBIRD,2017.02,23403.0876,,timbus1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009313
whtsto2,Saxicola leucurus,White-tailed Stonechat,"Stonechat, White-tailed",EBIRD,2017.02,23403.0854,,whtsto2,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009309
stonec1,Saxicola rubicola/maurus,European/Siberian Stonechat,"Stonechat, European/Siberian",EBIRD,2017.02,23403.08343,,stonec1,slash,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009304
blkpho,Sayornis nigricans,Black Phoebe,"Phoebe, Black",EBIRD,2017.02,14621,,blkpho,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006247
rufant4,Myrmelastes rufifacies,Rufous-faced Antbird,"Antbird, Rufous-faced",EBIRD,2017.02,13352,,rufant4,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005713
cartap1,Scytalopus caracae,Caracas Tapaculo,"Tapaculo, Caracas",EBIRD,2017.02,13519,,cartap1,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005882
dustap1,Scytalopus fuscus,Dusky Tapaculo,"Tapaculo, Dusky",EBIRD,2017.02,13522.8,,dustap1,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005897
ecutap1,Scytalopus robbinsi,Ecuadorian Tapaculo,"Tapaculo, Ecuadorian",EBIRD,2017.02,13516.8,,ecutap1,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005873
nartap2,Scytalopus vicinior,Nariño Tapaculo,"Tapaculo, Nariño",EBIRD,2017.02,13517.2,,nartap2,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005874
whiwar2,Seicercus whistleri,Whistler's Warbler,"Warbler, Whistler's",EBIRD,2017.02,22143,,whiwar2,species,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008664
yeetou1,Selenidera spectabilis,Yellow-eared Toucanet,"Toucanet, Yellow-eared",EBIRD,2017.02,10691,,yeetou1,species,Piciformes,Ramphastidae (Toucans),0,,TC004794
walsta2,Semioptera wallacii,Standardwing Bird-of-Paradise,"Bird-of-Paradise, Standardwing",EBIRD,2017.02,19203,,walsta2,species,Passeriformes,Paradisaeidae (Birds-of-Paradise),0,,TC007827
toubar1,Semnornis ramphastinus,Toucan Barbet,"Barbet, Toucan",EBIRD,2017.02,10611,,toubar1,species,Piciformes,Semnornithidae (Toucan-Barbets),0,,TC004761
gygscr1,Sericornis arfakianus,Gray-green Scrubwren,"Scrubwren, Gray-green",EBIRD,2017.02,16240,,gygscr1,species,Passeriformes,Acanthizidae (Thornbills and Allies),0,,TC006911
thbsee1,Crithagra burtoni,Thick-billed Seedeater,"Seedeater, Thick-billed",EBIRD,2017.02,30961.5,,thbsee1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011804
lebsee1,Crithagra citrinipectus,Lemon-breasted Seedeater,"Seedeater, Lemon-breasted",EBIRD,2017.02,30960.4,,lebsee1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011793
tansee1,Crithagra melanochroa,Tanzania Seedeater,"Seedeater, Tanzania",EBIRD,2017.02,30961.6,,tansee1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011805
abysis1,Serinus nigriceps,Ethiopian Siskin,"Siskin, Ethiopian",EBIRD,2017.02,31020.2,,abysis1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011782
olrser1,Crithagra rothschildi,Olive-rumped Serin,"Serin, Olive-rumped",EBIRD,2017.02,30960,,olrser1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011789
tibser1,Spinus thibetanus,Tibetan Serin,"Serin, Tibetan",EBIRD,2017.02,31020.6,,tibser1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011772
eacaka1,Sheppardia gunningi,East Coast Akalat,"Akalat, East Coast",EBIRD,2017.02,23403.0521,,eacaka1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009171
shaaka1,Sheppardia sharpei,Sharpe's Akalat,"Akalat, Sharpe's",EBIRD,2017.02,23403.0518,,shaaka1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009170
puyfin1,Sicalis lutea,Puna Yellow-Finch,"Finch, Puna Yellow-",EBIRD,2017.02,29011,,puyfin1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC011066
rayfin1,Sicalis raimondii,Raimondi's Yellow-Finch,"Finch, Raimondi's Yellow-",EBIRD,2017.02,29044,,rayfin1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC011080
whbnut,Sitta carolinensis,White-breasted Nuthatch,"Nuthatch, White-breasted",EBIRD,2017.02,20761,,whbnut,species,Passeriformes,Sittidae (Nuthatches),0,,TC008259
